index,distribution
eQ91p0tvNP0-39,"[0.032148375399056406, 0.025923971036132476, 0.11042194287154906, 0.004558489836998138, 0.09346437120291133, 0.15496484738002206, 0.039806524096821144, 0.1317447097735578, 0.16969475867744732, 0.23727200972550447]"
eQ91p0tvNP0-40,"[0.0992124505129528, 0.20177313184361026, 0.07726736765687713, 0.0768470104484062, 0.026665135050065947, 0.11751200356411415, 0.12615802944005663, 0.0005542401902166666, 0.18369053194099072, 0.09032009935270947]"
eQ91p0tvNP0-41,"[0.0014355906794862295, 0.00039757315258410916, 0.1062082408263857, 0.19389906833762194, 0.08068821059389238, 0.11380822016286803, 0.00011963439417108042, 0.06985064497599949, 0.22879347975629724, 0.20479933712069368]"
eQ91p0tvNP0-42,"[0.0004238567356404469, 1.678566913727626e-05, 0.000685512303121728, 0.00015094548374090826, 0.19577089399317366, 0.16043469065627103, 1.3805390475385689e-05, 0.21756215823279867, 2.0917187547027648e-05, 0.42492043434809385]"
eQ91p0tvNP0-43,"[0.00020552010969598656, 0.05978298582723432, 0.2532364006939641, 0.0007807503018779918, 0.03236732981544989, 0.1089673610066771, 0.07102716263297919, 0.03798915990623764, 0.07368988767203316, 0.36195344203385044]"
eQ91p0tvNP0-44,"[1.9556808777226307e-05, 0.00031627457987191927, 9.447676176252944e-06, 1.094150465537082e-05, 0.31866792231800073, 5.922836216545491e-05, 0.2363139472187404, 0.2306385777223321, 0.09399135647417968, 0.11997274733510095]"
eQ91p0tvNP0-45,"[0.0037467302915616028, 0.28570127473608825, 0.41866232042286655, 8.861109924119614e-05, 0.00031218861476848446, 0.008067418854837331, 4.6582165420810576e-05, 0.2828019133649691, 0.0005179829864821985, 5.4977463764334795e-05]"
eQ91p0tvNP0-46,"[0.0033693665178721076, 2.0029646269639042e-05, 0.01905028406638047, 0.08947169264267253, 0.00020754108812618668, 0.09561980459687862, 0.14656781973130661, 0.12233928623931448, 0.05155642876249479, 0.4717977467086848]"
eQ91p0tvNP0-47,"[0.07614641452733356, 0.07319229188828454, 0.17419411760830247, 0.0004295813052430666, 0.1335025767306446, 0.1086252564636323, 0.09528676741250727, 0.14048560095730536, 0.05186694642321992, 0.14627044668352693]"
eQ91p0tvNP0-48,"[0.08541306093824892, 0.00014743849903341743, 0.05080671832768701, 0.0002451813953947773, 0.28862972005228715, 0.21942833232363865, 0.19942213432814768, 0.11775962640084749, 0.03800486315015573, 0.0001429245845590942]"
eQ91p0tvNP0-49,"[0.001230556333931547, 0.0005608807105421453, 0.234111001983145, 0.0028982058180998527, 0.051365322911629555, 0.09182963154597593, 0.09756893253276028, 0.1870254998454726, 0.23067498515202076, 0.10273498316642246]"
eQ91p0tvNP0-50,"[2.6270989952680253e-05, 0.03342071747894485, 0.26873881993398313, 0.0011879482501112337, 0.1435181745757061, 0.14596984424560805, 0.14235337298692974, 0.10726281019389779, 0.0013393232184023668, 0.15618271812646403]"
eQ91p0tvNP0-51,"[6.793522121639827e-05, 3.874569907392328e-05, 5.225068690740797e-05, 6.049994904165076e-05, 0.39605250100216816, 0.00042566112017063134, 0.00029866332884799886, 8.425644178702936e-05, 0.0061422925173938835, 0.5967771940333929]"
eQ91p0tvNP0-52,"[0.05500745892322912, 0.0395563086867052, 4.1033300651061574e-05, 0.0012158818044192142, 0.049136704727634144, 0.07598483755832704, 0.02254917171678461, 0.4377375163465601, 0.047546837719121, 0.27122424921656846]"
eQ91p0tvNP0-53,"[0.05189461682616721, 0.00010683321986663549, 0.0192046733941164, 0.000172120187965947, 0.0003260568480662862, 0.0002538246145922606, 0.48206048585509326, 0.34480773826975186, 0.10106993428638292, 0.00010371649799702447]"
eQ91p0tvNP0-54,"[0.15385587151862753, 0.08943800562909456, 0.021254990703203466, 0.0003255762529982607, 0.12533253583440396, 8.288330754832917e-05, 0.0004737219208671906, 0.14510489859580736, 0.18424469033496937, 0.2798868259024799]"
eQ91p0tvNP0-55,"[0.4374740725571669, 0.00040488295606236027, 0.13891802657545751, 0.16661208140959857, 0.0002399442088541743, 0.15451986788051508, 0.10045345546428977, 0.0007277436351259512, 0.0003695533365588979, 0.00028037197637101953]"
eQ91p0tvNP0-56,"[0.0807837278664644, 0.07124986147488928, 0.2967598204890535, 0.03785908962773354, 0.003704733314078608, 0.1789459295265843, 0.15443041627192827, 0.0528950279140306, 0.09797825990119116, 0.02539313361404588]"
eQ91p0tvNP0-57,"[5.406188908476723e-05, 3.0705886721507356e-05, 0.003397471982841936, 4.809329640527512e-05, 2.5905716725986734e-05, 0.19334628011166138, 2.5294488666659382e-05, 0.8013344197269546, 5.7689490942873346e-05, 0.001680077409995057]"
eQ91p0tvNP0-58,"[0.05174098044264918, 0.10342675486598164, 0.0777411116537983, 0.01621699417934735, 0.17590121490795477, 0.07445549624991832, 0.14875841852201424, 0.10056675846056705, 0.013769772462538509, 0.23742249825523068]"
eQ91p0tvNP0-59,"[0.00026073312141521607, 7.214722375021845e-06, 4.647024338801434e-05, 0.10231193220025869, 0.00016865676736952883, 0.26840528609107833, 0.005918107937681564, 0.142157331590654, 0.22897961769343425, 0.2517446496323453]"
eQ91p0tvNP0-60,"[0.06984857506461938, 0.2907929152924702, 0.21869588800313605, 4.543547487406957e-05, 2.4467090166497507e-05, 0.20556266972009182, 0.0007011410918522184, 0.0038345428816225907, 0.20916295861061754, 0.0013314067705494873]"
eQ91p0tvNP0-61,"[0.004302439421709847, 0.011077265498502561, 0.028710668903983327, 0.0391131277062813, 9.687453162710865e-05, 0.369635499691882, 0.3372062466908021, 0.0007476820831933315, 0.20899773255028883, 0.00011246292172967801]"
eQ91p0tvNP0-62,"[0.002350744781226395, 0.1627823228870096, 0.08956587444430003, 0.0003617712489621913, 0.1754522375373587, 0.11804821475144885, 0.015563394539874972, 0.12775451842088348, 0.12411408619337899, 0.18400683519555674]"
eQ91p0tvNP0-63,"[0.0002635747108348348, 0.15028344772634367, 0.00017592736113221992, 6.497513758845077e-05, 0.08939271973085723, 0.0014914373403291758, 0.14773731202133977, 0.22203273129524376, 0.10373081735798866, 0.28482705731834235]"
eQ91p0tvNP0-64,"[0.10624318492271695, 0.007682600759241235, 7.560052255494766e-05, 0.0989786896747466, 7.209404514938799e-05, 0.2871455089401072, 0.008966966560117712, 0.00013006467184354572, 0.03850465288079672, 0.4522006370227258]"
eQ91p0tvNP0-65,"[0.0002159602751353851, 0.06122472633225243, 0.10166783111739315, 5.158760569270682e-05, 0.08339140764154367, 0.045176016219536784, 0.05404093488990913, 0.31583936100857835, 0.2821478138725103, 0.05624436103744778]"
eQ91p0tvNP0-66,"[2.725534242460341e-05, 0.06548408516719749, 0.15948625234862202, 4.1602666330848244e-05, 0.1101266918778653, 0.16198348930605072, 0.0013899420149363591, 0.031241751532554162, 0.083046814961416, 0.38717211478260244]"
eQ91p0tvNP0-67,"[0.00043062438462077517, 0.00016731098377672124, 0.16392463997958626, 0.011294568816712515, 0.15935867364396966, 0.05477389121394399, 0.03500357038406546, 0.15562646939530558, 0.22304601003792293, 0.19637424116009614]"
eQ91p0tvNP0-68,"[4.772950641154774e-05, 0.014180455499596211, 0.1326808323049798, 0.002596442805135094, 0.028655511989684676, 0.25432292145037655, 0.14379578208696764, 0.10548525464899836, 0.23605348051080852, 0.08218158919704165]"
eQ91p0tvNP0-69,"[0.03586415043812655, 0.0006966182274952105, 0.00010197622259727617, 0.0002935040883573204, 0.3213636596862371, 0.07373354076838043, 0.26454205086738575, 0.00017580682977563978, 0.03563096591413066, 0.2675977269575141]"
eQ91p0tvNP0-70,"[0.00032607987584661036, 0.0003510512893613138, 0.00019537974208594486, 0.03380462332195352, 0.00012090986501926918, 0.28552019844454346, 0.37742834072073206, 0.0003216228450420145, 0.30169271065947495, 0.00023908323594078537]"
eQ91p0tvNP0-71,"[0.002067390296452627, 0.007626037352397673, 0.0023606072179346476, 0.00016562235239358635, 0.5762545956019234, 0.21742521039695376, 0.10426468024936175, 0.00023713263774890653, 0.00012987139123788092, 0.08946885250359586]"
eQ91p0tvNP0-72,"[0.047434649004014166, 0.09022041831742099, 0.01977059493423713, 0.049848465074076025, 0.23478236696962831, 0.06528771206176259, 0.1930509029451029, 0.10702662354516317, 0.07838787035780044, 0.11419039679079425]"
eQ91p0tvNP0-73,"[0.16463546644072094, 0.17064950546434027, 0.06422857385341152, 0.046921980501377976, 0.0005600723351865928, 0.13369905481164035, 0.4001946889735678, 0.015051513031126193, 0.00014982968933653748, 0.003909314899291876]"
eQ91p0tvNP0-74,"[0.12552901990088608, 0.002589850244089833, 4.611345726459807e-05, 0.0012584390856973239, 7.72975598895221e-05, 0.1255915199731189, 0.0021675896676370734, 0.19128412971515496, 0.4328174328042967, 0.11863860759196507]"
eQ91p0tvNP0-75,"[0.000309606971249073, 0.4357462479657444, 0.036491832648315195, 0.2317109874894459, 8.890705225350811e-05, 0.00015456531801276993, 0.0003911012908008331, 0.29477148866255565, 0.00013133684513192412, 0.00020392575649072448]"
eQ91p0tvNP0-76,"[0.0001903281149142162, 0.23370780091407067, 0.24653524777544056, 0.0394536662383576, 0.0059980763458268365, 0.22292755021147884, 0.09906783911132633, 0.00024563401081280703, 0.00012872913390514954, 0.1517451281438671]"
_aCk-ldEioI-1,"[0.030219166487872564, 0.1381400573931402, 0.107173580064824, 0.017018175279699472, 0.10946823620753059, 0.132942825385425, 0.09402930751207257, 0.16235000301638633, 0.06274200610193496, 0.14591664255111422]"
_aCk-ldEioI-2,"[0.07651471336887268, 0.13419536281972014, 0.04331344357950414, 0.022854239589227582, 0.05492944675281012, 0.16626798269365842, 0.13621150848519312, 0.1256128319169516, 0.10180434537184374, 0.1382961254222182]"
_aCk-ldEioI-3,"[0.08694459260651578, 0.0975375627077533, 0.12388777484892835, 0.16822976493401576, 0.008516418511085488, 0.08479132982540241, 0.14751056254421085, 0.011275469537118093, 0.1379321849523057, 0.13337433953266425]"
_aCk-ldEioI-4,"[0.00010312437891906203, 0.07072003062451647, 0.062416631190844736, 0.07430404874837891, 0.23251330528771783, 0.06492945921551231, 0.00044597152452121377, 0.18359723982947784, 0.14293676897653887, 0.16803342022357293]"
_aCk-ldEioI-5,"[0.00142015288326115, 0.00010398140110376497, 0.18082324260987825, 0.32218969744334464, 0.0013150951819303597, 0.0681388427094256, 0.11617900019081594, 0.060916652171695215, 0.020494561479991333, 0.22841877392855384]"
_aCk-ldEioI-6,"[0.09810830379424791, 0.06290546026237243, 0.056214213860325025, 0.036545463186138195, 0.12454235617622945, 0.1741777414396588, 0.16212541232134464, 0.05793640576792913, 0.11212153766339039, 0.11532310552836365]"
_aCk-ldEioI-7,"[0.10890773041380394, 0.04166726764726013, 0.1422989242375076, 0.025172233468406524, 0.08195778312492534, 0.07698338023142115, 0.18710276943332232, 0.057426416424009426, 0.03500252371647382, 0.24348097130286991]"
_aCk-ldEioI-8,"[0.03689110054323485, 0.00019946511147218116, 0.19743047986205936, 0.02499083240046268, 0.10441483069113694, 0.08328493333459262, 0.10558030438682109, 0.1580764375797344, 0.16007431334809882, 0.12905730274238716]"
_aCk-ldEioI-9,"[0.01770443063150075, 9.787815510590463e-05, 0.008173474865309682, 0.07597272326589309, 0.17990549897382593, 0.19302425443240293, 0.09151406080695075, 0.16331293784421033, 0.09788622882885205, 0.17240851219594883]"
_aCk-ldEioI-10,"[0.07006572691240769, 0.04766279234269977, 0.006369550628978385, 0.03917750971187172, 0.04544736659670039, 0.09021529371958356, 0.15648158229278988, 0.13737803673097265, 0.1977838857590558, 0.20941825530494013]"
_aCk-ldEioI-11,"[0.05678220408065517, 6.926230917851371e-06, 0.06222097393788693, 0.0010761954835352902, 0.0898295483069854, 0.19289374522615496, 0.1655799542991031, 0.061415005509653495, 0.2656875519102432, 0.10450789501486463]"
_aCk-ldEioI-12,"[0.09949052197498266, 8.578804226898124e-05, 0.0810975412139203, 0.00013892075386294232, 0.2152480164590499, 0.15046852954970602, 6.995700328290321e-05, 0.06249407359171389, 0.37313438081147055, 0.017772270599741905]"
_aCk-ldEioI-13,"[0.14350125524670235, 0.09920946415744844, 0.14310023279559958, 0.08778152282703316, 0.0021541206733143576, 0.21416883924364738, 0.03490737532416213, 0.1393598415309769, 0.03859274873676091, 0.09722459946435458]"
_aCk-ldEioI-14,"[0.21695097603233585, 0.0005057783448830566, 0.06320413315481521, 0.0096312787962813, 0.0021350777565862975, 0.10181466538912866, 0.1517532969517388, 0.19865989254601643, 0.1808931800603439, 0.07445172096787046]"
_aCk-ldEioI-15,"[0.14163440004863195, 0.000603352966281268, 0.06321722319803498, 0.06626284231012533, 0.08597994854054987, 0.0913162868204104, 0.07887223324948556, 0.31215716006763994, 0.08518901082945243, 0.07476754196938833]"
_aCk-ldEioI-16,"[0.17573259134033253, 0.007488591765961523, 0.08378354645407501, 5.602729729479212e-05, 0.06663614464631618, 0.249246705491517, 0.00036269300356420886, 0.09699753198682382, 0.06505415573449828, 0.2546420122796168]"
_aCk-ldEioI-17,"[0.0004568887458578726, 0.08623402636607085, 0.055319654750734616, 0.038980335070987866, 0.03893888395091648, 0.11243834032491017, 0.05823662249085129, 0.1845395115456814, 0.1758151514230555, 0.24904058533093398]"
_aCk-ldEioI-18,"[0.14273103720156913, 0.2360330971087799, 0.12336651502628812, 0.05527055191805647, 0.15919527676089032, 0.08794408298325512, 0.0005711892696712383, 4.21749975284695e-05, 0.10581338554255493, 0.08903268919140629]"
_aCk-ldEioI-19,"[0.26266476922517434, 0.06429433109390079, 0.09899833459008209, 0.00011414208877105018, 0.0814413012832035, 0.1249622306750865, 0.1670026608056854, 0.015865381390569, 0.08436974158409835, 0.10028710726342892]"
_aCk-ldEioI-20,"[2.9694269736174434e-05, 7.012882058673561e-05, 4.1055690724696467e-05, 2.6441020683412228e-05, 0.01891822921109898, 0.5174981503043101, 0.0002462195182658197, 3.683933049158961e-05, 0.4630516047566952, 8.16370774071364e-05]"
_aCk-ldEioI-21,"[0.07826973798319233, 0.09599797543592552, 0.0898760309004666, 0.030830641582209065, 0.017014771629513446, 0.09408594516282703, 0.11090394155507685, 0.20329635438249036, 0.08872554979912274, 0.19099905156917657]"
_aCk-ldEioI-22,"[0.0005340507837108815, 0.0026226702119545304, 0.10368942727783474, 3.6579633868610666e-05, 0.24124653699582424, 0.08428130716102934, 4.0861117586364074e-05, 0.12809069146327154, 0.2009154632482765, 0.23854241210664334]"
_aCk-ldEioI-23,"[0.0589234700557406, 0.07062046251632066, 0.02441993616630241, 0.028523287468992367, 0.06667074863772865, 0.12402208009771121, 0.2671991309604164, 0.11202021976775879, 0.06020711037908428, 0.18739355394994528]"
_aCk-ldEioI-24,"[0.06239536430587764, 0.03443714220396844, 0.0017626732735678524, 0.00024973776305862755, 0.0011317905465926753, 0.20320706557166737, 0.15144984765202152, 0.06437811625146686, 0.09472617052092501, 0.38626209191085403]"
_aCk-ldEioI-25,"[0.1430740640920726, 0.006001411683262098, 0.17549234659550558, 8.206721469023517e-05, 0.11883424608515734, 0.14367674444300635, 0.06669598143964046, 0.020718715679230747, 0.14297097490344138, 0.18245344786399345]"
_aCk-ldEioI-26,"[0.00018984389228756307, 0.41490509002901577, 0.00014539257172786155, 0.034254813385731865, 9.058168898838019e-05, 0.0001573419609307388, 0.3826969019785749, 0.039744785173159644, 0.12771081549789687, 0.00010443382168647958]"
_aCk-ldEioI-27,"[0.04345751723071748, 0.07932332249711199, 0.13204253359624993, 0.018757905776224514, 0.1480978000472534, 0.10716576918250742, 0.17552202884495133, 0.10994677527662866, 0.10351697605629691, 0.08216937149205848]"
_aCk-ldEioI-28,"[0.02244806874895266, 0.05891738491257716, 0.07550456009605912, 0.04598828873697933, 0.0791420706927188, 0.17564873236115539, 0.3169313574886302, 0.04952387649906094, 1.756551447918384e-05, 0.17587809494938794]"
_aCk-ldEioI-29,"[0.1831372635297312, 0.0533105709759352, 0.05084365478789245, 0.017270795170375653, 0.043741275422371294, 0.09909134189228681, 0.18826059755053384, 0.11141162891431368, 0.07718173669463478, 0.17575113506192505]"
_aCk-ldEioI-30,"[0.14101417390368728, 0.06362290013178869, 0.07163893879667382, 0.07997794698843635, 0.07263391788901312, 0.16516304258338174, 0.13865614086334221, 0.02763028931422982, 0.07421827693898646, 0.1654443725904604]"
_aCk-ldEioI-31,"[0.023683102967616547, 0.009215079295455491, 0.060334339886513086, 0.015350981536743283, 0.07488976491881688, 0.26247021058753545, 0.12764510363210363, 0.14802967364441244, 0.15997903168411687, 0.11840271184668642]"
_aCk-ldEioI-32,"[0.0003813894934197686, 9.355443556643899e-05, 0.03930930901463713, 0.09449191598191445, 6.352537808016365e-05, 0.23562817333480052, 0.0689933010843343, 0.24829007148186244, 0.0017237829818229399, 0.31102497681356195]"
_aCk-ldEioI-33,"[0.001013870638811439, 0.03912900758587258, 0.00069841141040775, 0.0006349475189866263, 0.2055364013669534, 0.040731263547613465, 0.1526543358484968, 0.1232159963545419, 0.20514012115200797, 0.23124564457630825]"
_aCk-ldEioI-34,"[0.14102379809763685, 0.00038417757291916125, 4.744735237818477e-05, 0.021052786808929243, 0.04854676255254014, 0.13168685865083138, 0.2265022918121875, 0.22938050863285434, 0.08385188315278108, 0.11752348536694236]"
_aCk-ldEioI-35,"[0.011999594334805753, 0.045406226367932706, 0.06358259057432512, 6.243095425073523e-05, 0.0002018739356493774, 0.22635640743545352, 0.12612472093998986, 0.07463525479263682, 0.07840834504039344, 0.37322255562456286]"
_aCk-ldEioI-36,"[0.07200066037324775, 0.06520379120530952, 0.09135878891223452, 0.008818046922039172, 0.0491276905468479, 0.15589560794936141, 0.17010809145459127, 0.07150526988880705, 0.21647617120178286, 0.09950588154577845]"
_aCk-ldEioI-37,"[0.08935489552632045, 0.010187426325183092, 0.05562747149407316, 0.0360584332222944, 0.07622507682256723, 0.12413288355045633, 0.21375832778030154, 0.16667330928429733, 0.20921880804415144, 0.018763367950355093]"
_aCk-ldEioI-38,"[0.0005355845801916088, 0.03885761939573745, 0.03052983512598155, 0.027799245292525115, 0.0048582504396068515, 0.17602762068170894, 0.2469892020255628, 0.19949860116874893, 0.028558538275713558, 0.24634550301422317]"
_aCk-ldEioI-39,"[6.106411278925936e-05, 0.3501206259912846, 0.14246005334365866, 0.0011723235824579528, 2.923826406672587e-05, 5.067352319688683e-05, 0.24152535831742714, 7.593800647295149e-05, 0.25654698347634564, 0.007957741382300248]"
